Flight_ID,Date_ID,Airline_ID,Route_ID,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Delay_Minutes,Weather_Delay_Minutes,Air_Traffic_Delay_Minutes,Carrier_Delay_Minutes,Security_Delay_Minutes,Flight_Status,Passenger_Count
FL0887,83,3,883,2024-07-31 15:12,2024-07-31 15:12,2024-07-31 20:12,2024-07-31 21:49,97,77,11,3,6,Delayed,110
FL0376,85,3,376,2024-05-24 01:02,2024-05-24 02:31,2024-05-24 05:02,2024-05-24 06:03,61,21,29,1,10,Delayed,87
FL0445,86,3,444,2024-09-23 15:15,2024-09-23 15:15,2024-09-23 16:15,2024-09-23 16:15,0,0,0,0,0,On-time,180
FL0584,88,3,582,2024-03-26 12:24,2024-03-26 13:32,2024-03-26 14:24,2024-03-26 14:24,0,0,0,0,0,On-time,78
FL0096,89,3,96,2024-05-20 23:12,2024-05-20 23:12,2024-05-21 01:12,2024-05-21 02:39,87,12,52,22,1,Delayed,82
FL0097,90,3,97,2024-06-14 04:29,2024-06-14 04:29,2024-06-14 05:29,2024-06-14 06:44,75,60,8,3,4,Delayed,216
FL0746,91,3,743,2024-11-16 04:57,2024-11-16 05:52,2024-11-16 05:57,2024-11-16 06:51,54,39,6,9,0,Delayed,113
FL0099,92,3,99,2024-06-26 00:13,2024-06-26 02:00,2024-06-26 06:13,2024-06-26 06:13,0,0,0,0,0,On-time,86
FL0471,93,3,470,2024-08-28 22:17,2024-08-28 22:17,2024-08-29 01:17,2024-08-29 01:33,16,1,8,2,5,Delayed,219
FL0796,93,3,792,2024-08-28 10:24,2024-08-28 10:24,2024-08-28 14:24,2024-08-28 14:24,0,0,0,0,0,On-time,146
FL0102,94,3,102,2024-01-03 07:51,2024-01-03 09:27,2024-01-03 10:51,2024-01-03 12:45,114,33,75,3,3,Delayed,106
FL0465,96,3,464,2024-04-27 02:39,2024-04-27 04:19,2024-04-27 03:39,2024-04-27 05:25,106,19,48,5,34,Delayed,97
FL0468,96,3,467,2024-04-28 02:27,2024-04-28 02:27,2024-04-28 07:27,2024-04-28 07:27,0,0,0,0,0,On-time,221
FL0809,96,3,805,2024-04-28 05:28,2024-04-28 06:58,2024-04-28 11:28,2024-04-28 12:08,40,36,2,1,1,Delayed,237
FL0110,99,3,110,2024-07-08 00:48,2024-07-08 01:45,2024-07-08 05:48,2024-07-08 05:48,0,0,0,0,0,On-time,247
FL0333,99,3,333,2024-07-07 06:52,2024-07-07 07:34,2024-07-07 12:52,2024-07-07 12:52,0,0,0,0,0,On-time,128
FL0115,102,3,115,2024-01-22 09:05,2024-01-22 09:05,2024-01-22 12:05,2024-01-22 13:40,95,47,9,36,3,Delayed,284
FL0440,102,3,439,2024-01-22 07:48,2024-01-22 09:13,2024-01-22 12:48,2024-01-22 12:48,0,0,0,0,0,On-time,87
FL0503,102,3,502,2024-01-22 16:03,2024-01-22 16:03,2024-01-22 21:03,2024-01-22 21:49,46,35,2,0,9,Delayed,149
FL0117,103,3,117,2024-06-02 22:18,2024-06-02 22:18,2024-06-03 04:18,2024-06-03 05:39,81,26,53,1,1,Delayed,70
FL0412,103,3,412,2024-06-02 23:43,2024-06-02 23:43,2024-06-03 02:43,2024-06-03 02:48,5,5,0,0,0,Delayed,243
FL0125,108,3,125,2024-01-27 04:04,2024-01-27 04:36,2024-01-27 05:04,2024-01-27 06:12,68,47,19,0,2,Delayed,238
FL0188,108,3,188,2024-01-27 03:58,2024-01-27 03:58,2024-01-27 05:58,2024-01-27 06:59,61,36,11,11,3,Delayed,60
FL0127,110,3,127,2024-04-22 18:20,2024-04-22 18:20,2024-04-22 19:20,2024-04-22 20:57,97,83,1,7,6,Delayed,116
FL0128,111,3,128,2024-05-03 10:59,2024-05-03 12:15,2024-05-03 15:59,2024-05-03 15:59,0,0,0,0,0,On-time,233
FL0391,111,3,391,2024-05-03 23:38,2024-05-03 23:38,2024-05-04 03:38,2024-05-04 03:53,15,12,2,1,0,Delayed,234
FL0474,111,3,473,2024-05-04 04:52,2024-05-04 04:52,2024-05-04 05:52,2024-05-04 06:01,9,8,1,0,0,Delayed,57
FL0133,114,3,133,2024-12-24 02:33,2024-12-24 02:54,2024-12-24 03:33,2024-12-24 03:33,0,0,0,0,0,On-time,57
FL0448,114,3,447,2024-12-24 09:17,2024-12-24 10:41,2024-12-24 11:17,2024-12-24 11:17,0,0,0,0,0,On-time,158
FL0488,114,3,487,2024-12-23 21:44,2024-12-23 22:49,2024-12-24 03:44,2024-12-24 03:51,7,5,1,1,0,Delayed,148
FL0548,114,3,547,2024-12-23 18:16,2024-12-23 18:16,2024-12-23 21:16,2024-12-23 22:00,44,15,6,5,18,Delayed,265
FL0135,115,3,135,2024-11-27 08:26,2024-11-27 08:26,2024-11-27 11:26,2024-11-27 13:25,119,57,16,16,30,Delayed,158
FL0136,116,3,136,2024-11-28 20:11,2024-11-28 20:45,2024-11-29 00:11,2024-11-29 01:43,92,36,44,2,10,Delayed,89
FL0309,116,3,309,2024-11-28 15:36,2024-11-28 15:36,2024-11-28 19:36,2024-11-28 19:36,0,0,0,0,0,On-time,221
FL0517,118,3,516,2024-02-05 10:22,2024-02-05 10:22,2024-02-05 14:22,2024-02-05 14:22,0,0,0,0,0,On-time,241
FL0143,121,3,143,2024-11-05 09:58,2024-11-05 09:58,2024-11-05 10:58,2024-11-05 11:24,26,4,12,1,9,Delayed,271
FL0146,124,3,146,2024-11-01 21:39,2024-11-01 21:39,2024-11-02 03:39,2024-11-02 05:27,108,48,19,11,30,Delayed,72
FL0148,126,3,148,2024-02-20 22:09,2024-02-20 23:48,2024-02-21 04:09,2024-02-21 05:25,76,9,48,3,16,Delayed,83
FL0151,127,3,151,2024-12-20 17:43,2024-12-20 18:28,2024-12-20 19:43,2024-12-20 20:13,30,30,0,0,0,Delayed,269
FL0153,129,3,153,2024-04-25 15:58,2024-04-25 16:14,2024-04-25 21:58,2024-04-25 23:30,92,46,40,2,4,Delayed,222
FL0680,129,3,677,2024-04-25 12:59,2024-04-25 12:59,2024-04-25 15:59,2024-04-25 15:59,0,0,0,0,0,On-time,85
FL0156,130,3,156,2024-08-19 18:30,2024-08-19 20:30,2024-08-19 20:30,2024-08-19 20:30,0,0,0,0,0,On-time,106
FL0929,132,3,925,2024-04-30 06:09,2024-04-30 06:09,2024-04-30 09:09,2024-04-30 09:42,33,33,0,0,0,Delayed,220
FL0515,134,3,514,2024-09-21 12:44,2024-09-21 13:39,2024-09-21 18:44,2024-09-21 18:44,0,0,0,0,0,On-time,143
FL0551,134,3,550,2024-09-20 09:48,2024-09-20 10:46,2024-09-20 11:48,2024-09-20 11:57,9,2,2,2,3,Delayed,126
FL0960,135,3,956,2024-11-30 04:35,2024-11-30 06:32,2024-11-30 09:35,2024-11-30 10:35,60,10,1,7,42,Delayed,59
FL0459,137,3,458,2024-10-29 10:42,2024-10-29 11:25,2024-10-29 13:42,2024-10-29 13:42,0,0,0,0,0,On-time,117
FL0172,140,3,172,2024-07-11 16:37,2024-07-11 17:25,2024-07-11 17:37,2024-07-11 19:34,117,0,12,41,64,Delayed,77
FL0406,140,3,406,2024-07-11 02:44,2024-07-11 03:47,2024-07-11 07:44,2024-07-11 09:34,110,90,7,10,3,Delayed,208
FL0768,140,3,765,2024-07-11 09:10,2024-07-11 09:50,2024-07-11 12:10,2024-07-11 13:04,54,12,0,28,14,Delayed,98
FL0393,142,3,393,2024-01-08 12:42,2024-01-08 12:42,2024-01-08 18:42,2024-01-08 18:42,0,0,0,0,0,On-time,238
FL0510,144,3,509,2024-04-23 22:14,2024-04-23 23:09,2024-04-24 03:14,2024-04-24 04:38,84,41,11,30,2,Delayed,89
FL0855,144,3,851,2024-04-23 08:10,2024-04-23 09:54,2024-04-23 10:10,2024-04-23 10:48,38,5,6,1,26,Delayed,228
FL0182,145,3,182,2024-07-06 14:46,2024-07-06 15:37,2024-07-06 16:46,2024-07-06 16:46,0,0,0,0,0,On-time,212
FL0853,145,3,849,2024-07-06 09:52,2024-07-06 09:52,2024-07-06 12:52,2024-07-06 12:52,0,0,0,0,0,On-time,183
FL0755,146,3,752,2024-03-15 08:40,2024-03-15 09:15,2024-03-15 11:40,2024-03-15 11:40,0,0,0,0,0,On-time,59
FL0821,146,3,817,2024-03-14 22:04,2024-03-14 23:07,2024-03-15 02:04,2024-03-15 02:04,0,0,0,0,0,On-time,185
FL0185,147,3,185,2024-09-25 15:30,2024-09-25 16:06,2024-09-25 18:30,2024-09-25 18:30,0,0,0,0,0,On-time,93
FL0453,147,3,452,2024-09-25 07:56,2024-09-25 08:34,2024-09-25 13:56,2024-09-25 15:34,98,41,18,18,21,Delayed,162
FL0421,150,3,421,2024-01-29 21:41,2024-01-29 21:41,2024-01-30 03:41,2024-01-30 04:33,52,2,2,6,42,Delayed,117
FL0889,150,3,885,2024-01-29 12:02,2024-01-29 12:02,2024-01-29 16:02,2024-01-29 16:19,17,7,8,2,0,Delayed,217
FL0516,153,3,515,2024-04-02 00:45,2024-04-02 00:45,2024-04-02 04:45,2024-04-02 04:45,0,0,0,0,0,On-time,243
FL0610,153,3,608,2024-04-02 04:17,2024-04-02 04:17,2024-04-02 10:17,2024-04-02 11:35,78,57,10,4,7,Delayed,241
FL0198,154,3,198,2024-06-22 11:10,2024-06-22 11:10,2024-06-22 17:10,2024-06-22 17:23,13,2,6,0,5,Delayed,194
FL0202,157,3,202,2024-04-26 03:41,2024-04-26 04:59,2024-04-26 04:41,2024-04-26 04:41,0,0,0,0,0,On-time,253
FL0772,158,3,769,2024-08-24 02:04,2024-08-24 02:04,2024-08-24 04:04,2024-08-24 05:17,73,14,33,11,15,Delayed,122
FL0636,160,3,634,2024-09-11 12:09,2024-09-11 13:35,2024-09-11 15:09,2024-09-11 15:09,0,0,0,0,0,On-time,185
FL0347,162,3,347,2024-08-23 06:32,2024-08-23 07:54,2024-08-23 07:32,2024-08-23 07:42,10,7,1,0,2,Delayed,155
FL0233,166,3,233,2024-07-26 02:57,2024-07-26 03:38,2024-07-26 08:57,2024-07-26 09:16,19,18,1,0,0,Delayed,284
FL0303,166,3,303,2024-07-26 14:10,2024-07-26 14:10,2024-07-26 20:10,2024-07-26 20:10,0,0,0,0,0,On-time,118
FL0568,168,3,566,2024-07-23 06:34,2024-07-23 06:34,2024-07-23 07:34,2024-07-23 07:34,0,0,0,0,0,On-time,169
FL0218,169,3,218,2024-06-22 14:44,2024-06-22 14:44,2024-06-22 16:44,2024-06-22 16:44,0,0,0,0,0,On-time,125
FL0712,169,3,709,2024-06-23 06:06,2024-06-23 06:06,2024-06-23 09:06,2024-06-23 09:06,0,0,0,0,0,On-time,183
FL0221,171,3,221,2024-07-03 08:59,2024-07-03 09:50,2024-07-03 13:59,2024-07-03 13:59,0,0,0,0,0,On-time,121
FL0959,173,3,955,2024-06-28 06:37,2024-06-28 07:13,2024-06-28 11:37,2024-06-28 12:52,75,61,12,1,1,Delayed,185
FL0228,177,3,228,2024-02-15 13:41,2024-02-15 13:41,2024-02-15 19:41,2024-02-15 19:41,0,0,0,0,0,On-time,249
FL0373,178,3,373,2024-09-19 11:29,2024-09-19 11:29,2024-09-19 12:29,2024-09-19 12:29,0,0,0,0,0,On-time,259
FL0677,179,3,674,2024-12-17 02:08,2024-12-17 02:28,2024-12-17 08:08,2024-12-17 09:00,52,50,2,0,0,Delayed,267
FL0237,182,3,237,2024-05-11 11:45,2024-05-11 12:14,2024-05-11 15:45,2024-05-11 15:45,0,0,0,0,0,On-time,219
FL0240,185,3,240,2024-06-17 22:51,2024-06-17 22:51,2024-06-17 23:51,2024-06-17 23:51,0,0,0,0,0,On-time,297
FL0243,186,3,243,2024-08-24 03:28,2024-08-24 05:14,2024-08-24 05:28,2024-08-24 05:28,0,0,0,0,0,On-time,273
FL0528,186,3,527,2024-08-24 14:28,2024-08-24 14:28,2024-08-24 19:28,2024-08-24 20:11,43,28,3,4,8,Delayed,152
FL0745,186,3,742,2024-08-23 05:24,2024-08-23 06:09,2024-08-23 10:24,2024-08-23 10:35,11,3,8,0,0,Delayed,166
FL0903,187,3,899,2024-01-26 12:01,2024-01-26 13:58,2024-01-26 17:01,2024-01-26 17:01,0,0,0,0,0,On-time,279
FL0511,193,3,510,2024-04-05 20:28,2024-04-05 21:24,2024-04-05 23:28,2024-04-05 23:28,0,0,0,0,0,On-time,135
FL0562,195,3,560,2024-12-30 18:58,2024-12-30 18:58,2024-12-30 20:58,2024-12-30 21:33,35,18,8,7,2,Delayed,297
FL0278,198,3,278,2024-06-30 00:54,2024-06-30 00:54,2024-06-30 04:54,2024-06-30 06:04,70,9,30,24,7,Delayed,96
FL0279,199,3,279,2024-10-12 18:02,2024-10-12 18:02,2024-10-12 19:02,2024-10-12 19:45,43,31,4,4,4,Delayed,112
FL0281,200,3,281,2024-10-02 09:28,2024-10-02 09:28,2024-10-02 12:28,2024-10-02 12:28,0,0,0,0,0,On-time,235
FL0478,200,3,477,2024-10-02 14:22,2024-10-02 16:12,2024-10-02 16:22,2024-10-02 17:28,66,66,0,0,0,Delayed,281
FL0640,200,3,638,2024-10-02 13:42,2024-10-02 15:07,2024-10-02 15:42,2024-10-02 15:42,0,0,0,0,0,On-time,211
FL0871,200,3,867,2024-10-01 16:02,2024-10-01 16:37,2024-10-01 18:02,2024-10-01 18:33,31,31,0,0,0,Delayed,71
FL0282,201,3,282,2024-05-15 19:24,2024-05-15 21:23,2024-05-15 21:24,2024-05-15 21:24,0,0,0,0,0,On-time,187
FL0918,203,3,914,2024-12-10 18:55,2024-12-10 19:30,2024-12-10 19:55,2024-12-10 19:55,0,0,0,0,0,On-time,222
FL0363,205,3,363,2024-01-02 02:12,2024-01-02 03:28,2024-01-02 08:12,2024-01-02 09:27,75,37,7,22,9,Delayed,204
FL0299,208,3,299,2024-12-27 05:50,2024-12-27 05:50,2024-12-27 10:50,2024-12-27 11:18,28,11,15,0,2,Delayed,122
FL0404,209,3,404,2024-10-14 13:29,2024-10-14 13:29,2024-10-14 15:29,2024-10-14 15:40,11,4,5,1,1,Delayed,123
FL0301,210,3,301,2024-04-02 07:20,2024-04-02 09:01,2024-04-02 12:20,2024-04-02 12:20,0,0,0,0,0,On-time,143
FL0523,210,3,522,2024-04-02 22:38,2024-04-02 22:38,2024-04-03 00:38,2024-04-03 02:08,90,87,0,2,1,Delayed,103
FL0524,210,3,523,2024-04-02 09:33,2024-04-02 11:00,2024-04-02 11:33,2024-04-02 11:33,0,0,0,0,0,On-time,173
FL0544,211,3,543,2024-05-09 01:00,2024-05-09 02:54,2024-05-09 03:00,2024-05-09 03:13,13,6,7,0,0,Delayed,226
FL0308,212,3,308,2024-07-14 20:13,2024-07-14 21:47,2024-07-14 21:13,2024-07-14 21:13,0,0,0,0,0,On-time,175
FL0601,212,3,599,2024-07-15 06:19,2024-07-15 06:19,2024-07-15 07:19,2024-07-15 07:19,0,0,0,0,0,On-time,236
FL0560,215,3,558,2024-01-31 16:37,2024-01-31 16:37,2024-01-31 20:37,2024-01-31 21:45,68,68,0,0,0,Delayed,215
FL0632,216,3,630,2024-11-05 19:48,2024-11-05 19:48,2024-11-06 01:48,2024-11-06 02:01,13,13,0,0,0,Delayed,157
FL0765,217,3,762,2024-03-04 10:13,2024-03-04 10:13,2024-03-04 12:13,2024-03-04 13:29,76,38,10,25,3,Delayed,210
FL0701,218,3,698,2024-10-09 13:27,2024-10-09 15:26,2024-10-09 17:27,2024-10-09 17:32,5,1,4,0,0,Delayed,175
FL0749,219,3,746,2024-05-23 00:37,2024-05-23 01:16,2024-05-23 03:37,2024-05-23 05:30,113,27,1,59,26,Delayed,75
FL0328,220,3,328,2024-11-12 13:49,2024-11-12 15:20,2024-11-12 14:49,2024-11-12 14:49,0,0,0,0,0,On-time,156
FL0885,221,3,881,2024-09-24 07:09,2024-09-24 07:09,2024-09-24 11:09,2024-09-24 11:09,0,0,0,0,0,On-time,263
FL0733,222,3,730,2024-10-27 14:15,2024-10-27 14:15,2024-10-27 16:15,2024-10-27 17:09,54,0,36,13,5,Delayed,163
FL0360,226,3,360,2024-11-16 05:24,2024-11-16 06:03,2024-11-16 09:24,2024-11-16 10:20,56,34,10,9,3,Delayed,56
FL0639,233,3,637,2024-10-16 17:17,2024-10-16 17:17,2024-10-16 21:17,2024-10-16 22:46,89,14,49,7,19,Delayed,77
FL0399,234,3,399,2024-02-22 13:07,2024-02-22 13:24,2024-02-22 15:07,2024-02-22 17:00,113,39,55,12,7,Delayed,170
FL0671,237,3,668,2024-12-18 23:03,2024-12-19 00:26,2024-12-19 04:03,2024-12-19 05:53,110,41,33,16,20,Delayed,121
FL0933,240,3,929,2024-02-06 22:55,2024-02-06 22:55,2024-02-07 00:55,2024-02-07 00:55,0,0,0,0,0,On-time,253
FL0430,242,3,429,2024-09-05 02:58,2024-09-05 03:03,2024-09-05 08:58,2024-09-05 08:58,0,0,0,0,0,On-time,247
FL0431,243,3,430,2024-04-03 15:20,2024-04-03 15:20,2024-04-03 21:20,2024-04-03 21:20,0,0,0,0,0,On-time,270
FL0586,245,3,584,2024-10-07 11:48,2024-10-07 11:48,2024-10-07 17:48,2024-10-07 19:00,72,39,5,28,0,Delayed,204
FL0446,246,3,445,2024-12-06 00:01,2024-12-06 00:51,2024-12-06 02:01,2024-12-06 03:41,100,96,0,3,1,Delayed,266
FL0995,246,3,991,2024-12-06 15:29,2024-12-06 15:29,2024-12-06 18:29,2024-12-06 18:29,0,0,0,0,0,On-time,222
FL0727,249,3,724,2024-10-09 11:52,2024-10-09 12:34,2024-10-09 13:52,2024-10-09 13:52,0,0,0,0,0,On-time,286
FL0469,252,3,468,2024-12-01 22:10,2024-12-01 23:26,2024-12-02 01:10,2024-12-02 02:30,80,36,28,2,14,Delayed,72
FL0764,255,3,761,2024-05-05 11:15,2024-05-05 12:44,2024-05-05 16:15,2024-05-05 17:34,79,3,4,24,48,Delayed,259
FL0480,257,3,479,2024-12-11 15:06,2024-12-11 15:06,2024-12-11 16:06,2024-12-11 18:01,115,88,16,8,3,Delayed,172
FL0770,257,3,767,2024-12-12 12:38,2024-12-12 12:38,2024-12-12 16:38,2024-12-12 16:38,0,0,0,0,0,On-time,247
FL0557,258,3,556,2024-03-13 15:33,2024-03-13 15:33,2024-03-13 17:33,2024-03-13 18:56,83,27,29,2,25,Delayed,118
FL0509,259,3,508,2024-12-14 12:04,2024-12-14 12:04,2024-12-14 18:04,2024-12-14 19:15,71,55,15,1,0,Delayed,74
FL0498,260,3,497,2024-10-29 20:43,2024-10-29 21:32,2024-10-30 00:43,2024-10-30 00:43,0,0,0,0,0,On-time,88
FL0572,260,3,570,2024-10-30 06:34,2024-10-30 06:34,2024-10-30 07:34,2024-10-30 08:13,39,33,3,2,1,Delayed,120
FL0565,262,3,563,2024-07-24 05:14,2024-07-24 05:14,2024-07-24 10:14,2024-07-24 10:14,0,0,0,0,0,On-time,264
FL0845,262,3,841,2024-07-23 13:03,2024-07-23 13:22,2024-07-23 14:03,2024-07-23 14:03,0,0,0,0,0,On-time,213
FL0883,262,3,879,2024-07-24 05:22,2024-07-24 05:52,2024-07-24 06:22,2024-07-24 06:22,0,0,0,0,0,On-time,64
FL0502,263,3,501,2024-09-06 14:38,2024-09-06 14:38,2024-09-06 16:38,2024-09-06 17:09,31,23,8,0,0,Delayed,152
FL0620,267,3,618,2024-08-22 17:53,2024-08-22 17:53,2024-08-22 21:53,2024-08-22 23:19,86,15,41,8,22,Delayed,200
FL0760,267,3,757,2024-08-22 02:00,2024-08-22 03:35,2024-08-22 06:00,2024-08-22 07:51,111,101,1,3,6,Delayed,163
FL0947,268,3,943,2024-07-09 08:27,2024-07-09 10:25,2024-07-09 14:27,2024-07-09 15:55,88,21,26,16,25,Delayed,108
FL0559,269,3,359,2024-03-30 18:59,2024-03-30 18:59,2024-03-30 23:59,2024-03-30 23:59,0,0,0,0,0,On-time,210
FL0359,57,2,359,2024-08-12 08:23,2024-08-12 09:36,2024-08-12 13:23,2024-08-12 13:51,28,3,2,21,2,Delayed,206
FL0575,270,3,573,2024-09-22 19:56,2024-09-22 21:28,2024-09-22 23:56,2024-09-23 00:37,41,7,28,0,6,Delayed,115
FL0577,272,3,575,2024-10-07 18:50,2024-10-07 18:50,2024-10-07 23:50,2024-10-07 23:50,0,0,0,0,0,On-time,66
FL0585,276,3,583,2024-09-06 07:54,2024-09-06 07:54,2024-09-06 09:54,2024-09-06 09:54,0,0,0,0,0,On-time,89
FL0900,280,3,896,2024-01-24 03:17,2024-01-24 03:49,2024-01-24 07:17,2024-01-24 09:14,117,102,6,7,2,Delayed,168
FL0698,282,3,695,2024-11-12 14:30,2024-11-12 14:30,2024-11-12 20:30,2024-11-12 20:30,0,0,0,0,0,On-time,248
FL0621,285,3,619,2024-03-31 14:48,2024-03-31 16:20,2024-03-31 15:48,2024-03-31 15:48,0,0,0,0,0,On-time,231
FL0985,285,3,981,2024-04-01 05:54,2024-04-01 05:54,2024-04-01 06:54,2024-04-01 08:15,81,25,48,3,5,Delayed,281
FL0629,286,3,627,2024-06-19 16:33,2024-06-19 18:30,2024-06-19 21:33,2024-06-19 22:39,66,30,21,0,15,Delayed,144
FL0630,287,3,628,2024-11-01 03:34,2024-11-01 04:30,2024-11-01 04:34,2024-11-01 04:45,11,5,1,3,2,Delayed,297
FL0994,291,3,990,2024-02-26 12:17,2024-02-26 12:17,2024-02-26 15:17,2024-02-26 15:17,0,0,0,0,0,On-time,210
FL0663,293,3,660,2024-07-09 20:44,2024-07-09 20:44,2024-07-10 00:44,2024-07-10 01:58,74,32,25,0,17,Delayed,138
FL0750,293,3,747,2024-07-09 14:34,2024-07-09 14:52,2024-07-09 15:34,2024-07-09 15:45,11,3,5,1,2,Delayed,122
FL0665,294,3,662,2024-10-19 14:08,2024-10-19 14:28,2024-10-19 18:08,2024-10-19 18:08,0,0,0,0,0,On-time,297
FL0689,298,3,686,2024-04-15 05:48,2024-04-15 05:48,2024-04-15 09:48,2024-04-15 10:53,65,37,20,5,3,Delayed,83
FL0683,299,3,680,2024-01-14 16:37,2024-01-14 16:37,2024-01-14 17:37,2024-01-14 17:37,0,0,0,0,0,On-time,270
FL0992,299,3,988,2024-01-14 21:09,2024-01-14 21:09,2024-01-15 03:09,2024-01-15 03:18,9,5,1,1,2,Delayed,55
FL0703,300,3,700,2024-06-06 00:59,2024-06-06 02:34,2024-06-06 03:59,2024-06-06 05:53,114,87,24,3,0,Delayed,97
FL0707,303,3,704,2024-11-25 22:16,2024-11-25 22:30,2024-11-26 00:16,2024-11-26 01:00,44,19,11,10,4,Delayed,88
FL0743,307,3,740,2024-02-14 06:46,2024-02-14 08:17,2024-02-14 12:46,2024-02-14 14:13,87,54,8,0,25,Delayed,121
FL0984,307,3,980,2024-02-13 19:22,2024-02-13 19:22,2024-02-13 20:22,2024-02-13 20:22,0,0,0,0,0,On-time,215
FL0761,308,3,758,2024-11-14 00:08,2024-11-14 00:08,2024-11-14 06:08,2024-11-14 08:07,119,43,58,13,5,Delayed,68
FL0735,310,3,732,2024-07-16 18:53,2024-07-16 20:26,2024-07-16 20:53,2024-07-16 20:53,0,0,0,0,0,On-time,91
FL0802,315,3,798,2024-07-16 14:36,2024-07-16 14:36,2024-07-16 19:36,2024-07-16 20:14,38,10,23,0,5,Delayed,271
FL0787,316,3,783,2024-06-18 17:08,2024-06-18 18:28,2024-06-18 21:08,2024-06-18 21:08,0,0,0,0,0,On-time,254
FL0877,316,3,873,2024-06-18 02:15,2024-06-18 02:15,2024-06-18 07:15,2024-06-18 08:40,85,8,62,10,5,Delayed,106
FL0944,316,3,940,2024-06-18 23:36,2024-06-18 23:36,2024-06-19 00:36,2024-06-19 00:36,0,0,0,0,0,On-time,270
FL0790,318,3,786,2024-09-11 06:04,2024-09-11 07:54,2024-09-11 08:04,2024-09-11 08:18,14,8,2,1,3,Delayed,115
FL0791,319,3,787,2024-08-20 04:14,2024-08-20 04:14,2024-08-20 08:14,2024-08-20 08:14,0,0,0,0,0,On-time,270
FL0977,320,3,973,2024-06-01 18:14,2024-06-01 18:14,2024-06-02 00:14,2024-06-02 00:51,37,0,37,0,0,Delayed,175
FL0808,322,3,804,2024-08-09 08:49,2024-08-09 08:49,2024-08-09 10:49,2024-08-09 11:47,58,22,20,15,1,Delayed,52
FL0810,322,3,806,2024-08-08 12:15,2024-08-08 14:10,2024-08-08 17:15,2024-08-08 17:15,0,0,0,0,0,On-time,281
FL0958,324,3,954,2024-09-30 19:49,2024-09-30 20:14,2024-09-30 23:49,2024-10-01 01:22,93,64,9,8,12,Delayed,168
FL0934,325,3,930,2024-05-28 17:12,2024-05-28 17:44,2024-05-28 22:12,2024-05-28 22:12,0,0,0,0,0,On-time,107
FL0927,332,3,923,2024-08-25 19:11,2024-08-25 19:50,2024-08-25 22:11,2024-08-25 22:11,0,0,0,0,0,On-time,251
FL0955,334,3,951,2024-05-11 16:04,2024-05-11 17:47,2024-05-11 21:04,2024-05-11 21:04,0,0,0,0,0,On-time,61
FL0921,1,2,917,2024-02-28 08:34,2024-02-28 09:55,2024-02-28 11:34,2024-02-28 12:34,60,55,3,0,2,Delayed,288
FL0002,2,2,2,2024-06-12 11:23,2024-06-12 11:23,2024-06-12 13:23,2024-06-12 13:23,0,0,0,0,0,On-time,86
FL0231,4,2,231,2024-03-03 15:32,2024-03-03 15:32,2024-03-03 17:32,2024-03-03 18:46,74,3,10,41,20,Delayed,224
FL0686,4,2,683,2024-03-03 22:26,2024-03-03 22:26,2024-03-04 04:26,2024-03-04 04:26,0,0,0,0,0,On-time,74
FL0754,4,2,751,2024-03-04 19:42,2024-03-04 21:35,2024-03-04 20:42,2024-03-04 21:24,42,37,1,2,2,Delayed,195
FL0255,5,2,255,2024-10-10 04:01,2024-10-10 05:19,2024-10-10 09:01,2024-10-10 09:01,0,0,0,0,0,On-time,158
FL0485,7,2,484,2024-06-28 21:38,2024-06-28 21:38,2024-06-29 02:38,2024-06-29 02:51,13,12,0,1,0,Delayed,138
FL0963,7,2,959,2024-06-29 02:23,2024-06-29 03:39,2024-06-29 03:23,2024-06-29 04:37,74,42,28,4,0,Delayed,153
FL0455,9,2,454,2024-10-03 23:19,2024-10-03 23:30,2024-10-04 00:19,2024-10-04 00:19,0,0,0,0,0,On-time,267
FL0012,12,2,12,2024-01-09 11:44,2024-01-09 11:44,2024-01-09 14:44,2024-01-09 16:37,113,1,3,86,23,Delayed,246
FL0267,13,2,267,2024-11-11 00:29,2024-11-11 00:29,2024-11-11 06:29,2024-11-11 06:29,0,0,0,0,0,On-time,272
FL0014,14,2,14,2024-03-01 04:13,2024-03-01 04:13,2024-03-01 05:13,2024-03-01 06:12,59,45,6,6,2,Delayed,110
FL0160,14,2,160,2024-03-01 00:29,2024-03-01 01:30,2024-03-01 04:29,2024-03-01 04:29,0,0,0,0,0,On-time,141
FL0390,14,2,390,2024-02-29 21:33,2024-02-29 21:33,2024-02-29 23:33,2024-02-29 23:33,0,0,0,0,0,On-time,54
FL0015,15,2,15,2024-04-22 20:20,2024-04-22 20:20,2024-04-22 22:20,2024-04-22 22:20,0,0,0,0,0,On-time,277
FL0767,15,2,764,2024-04-22 06:34,2024-04-22 06:34,2024-04-22 07:34,2024-04-22 08:54,80,1,1,50,28,Delayed,253
FL0120,16,2,120,2024-03-26 00:42,2024-03-26 00:42,2024-03-26 03:42,2024-03-26 03:42,0,0,0,0,0,On-time,103
FL0419,20,2,419,2024-10-24 06:32,2024-10-24 07:58,2024-10-24 11:32,2024-10-24 11:44,12,6,2,3,1,Delayed,176
FL0021,21,2,21,2024-04-16 10:27,2024-04-16 10:54,2024-04-16 15:27,2024-04-16 15:27,0,0,0,0,0,On-time,71
